,tradeNum,total_return,winning_rate,max_drawdown,sharpe_ratio
Empirical,234,0.6352441991573199,0.6324786324786325,-0.16233981751398746,0.6641036907209302
1,365,0.37804851302431747,0.5671232876712329,-0.8060215409448298,0.1920692836666105
2,230,0.16093349022036021,0.6173913043478261,-0.3554030371071829,0.22482871719606246
3,236,-0.17295660406964453,0.5677966101694916,-0.4442378765806044,-0.1572674462515756
4,116,0.38098910021573534,0.6551724137931034,-0.2246116086930632,0.5404771690096289
5,319,0.1612491266006847,0.5611285266457681,-0.28541394060189035,0.16074189079133164
6,146,0.20919651172302525,0.6712328767123288,-0.3364977645242142,0.22473882276103638
7,396,0.7043926206618342,0.5656565656565656,-0.2798754700493302,0.48822601451526115
8,109,0.31340965180605496,0.6880733944954128,-0.19405701682206172,0.38400661721300305
9,174,0.4211962591451375,0.6724137931034483,-0.3314805107216857,0.5860530697263218
10,374,-0.30379628493206473,0.5454545454545454,-0.47821104021641414,-0.2501068075429128
11,294,0.5258223187947393,0.6292517006802721,-0.20993472524565618,0.6309832935041998
12,88,-0.10635244186890659,0.6363636363636364,-0.4990487734277205,-0.09452900260193764
13,404,-0.018347769464137284,0.5693069306930693,-0.6666436444670452,-0.015100460687728629
14,372,0.015642975166214074,0.5725806451612904,-0.3379866886783907,0.0160809335516453
15,106,-0.829660690060147,0.5283018867924528,-1.0600438580166942,-0.5362684028890797
16,380,0.16722827887482333,0.5342105263157895,-0.4550850191219117,0.1556326821435663
17,357,-0.7924983848339572,0.5602240896358543,-0.6461702796591425,-0.624024068577776
18,138,0.5060335336852069,0.6666666666666666,-0.37690298720799165,0.5479755994069696
19,141,0.033473728588354096,0.6382978723404256,-0.6298927477757152,0.03407711562706557
20,105,0.04146099247609917,0.5619047619047619,-0.6836663886758462,0.03570432748199847
21,396,0.009175622720415041,0.5681818181818182,-0.7573435631687198,0.0055994326625934615
22,126,0.19116321770121272,0.6111111111111112,-0.3655999323638978,0.15775541383249556
23,126,0.28959354804517934,0.6666666666666666,-0.3998328909465811,0.2976883825157214
24,369,-0.5076251265925449,0.5582655826558266,-0.8983363245957654,-0.2984298093476585
25,190,0.45788208118658463,0.6263157894736842,-0.3983886517575702,0.4547679174144183
26,184,-0.4621820227708451,0.5706521739130435,-0.7975699860496689,-0.31530299472233086
27,169,0.4286036079512255,0.6568047337278107,-0.24430476921422845,0.4453272474470423
28,374,-0.36311326680596245,0.5267379679144385,-0.6752127341058571,-0.4151567978366696
29,152,-0.06886650948815261,0.6052631578947368,-0.2257580230595025,-0.05873053829134902
30,132,0.002094304365650275,0.6666666666666666,-0.24784483630826282,0.00230538162002437
31,276,0.5424627425352825,0.6086956521739131,-0.23820110799069294,0.5057057401957148
32,320,0.3503692141668223,0.546875,-0.2601248974192941,0.3686617658223336
33,101,0.08991833573457805,0.6732673267326733,-0.4094309875085571,0.09344179183804956
34,390,0.29957817725686453,0.5948717948717949,-0.37829573953404644,0.28420511359912626
35,204,-0.7182060980164972,0.5882352941176471,-0.9483586452601126,-0.5003413091067433
36,370,-1.5628586620651652,0.5378378378378378,-2.131489057677577,-0.878205669165235
37,314,0.043129017329862275,0.5573248407643312,-0.5484697578652649,0.03290366662394767
